ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
FEGR,small_airport,RafaÃ¯ Airport,1759,AF,CF,CF-MB,RafaÃ¯,FEGR,RFA,,"23.927799224853516, 4.988609790802002"
KRFD,large_airport,Chicago Rockford International Airport,742,NA,US,US-IL,Chicago/Rockford,KRFD,RFD,RFD,"-89.09719848632812, 42.19540023803711"
BIRG,small_airport,RaufarhÃ¶fn Airport,39,EU,IS,IS-6,RaufarhÃ¶fn,BIRG,RFN,,"-15.918299674987793, 66.40640258789062"
NTTR,medium_airport,Raiatea Airport,3,OC,PF,PF-U-A,Uturoa,NTTR,RFP,,"-151.466003, -16.7229"
MRRF,small_airport,Rio Frio / Progreso Airport,350,NA,CR,CR-H,Rio Frio / Progreso,MRRF,RFR,,"-83.88760375976562, 10.327400207519531"
MNRT,small_airport,Rosita Airport,193,NA,NI,NI-AN,La Rosita,MNRT,RFS,,"-84.40889739990234, 13.889699935913086"
SAWE,medium_airport,Hermes Quijada International Airport,65,SA,AR,AR-V,Rio Grande,SAWE,RGA,GRA,"-67.7494, -53.7777"
RGE,closed,Porgera Airport,7360,OC,PG,PG-EPW,Porgera,,RGE,,"143.1236, -5.4792"
VEBG,small_airport,Balurghat Airport,78,AS,IN,IN-WB,Balurghat,VEBG,RGH,,"88.79560089111328, 25.261699676513672"
NTTG,medium_airport,Rangiroa Airport,10,OC,PF,PF-U-A,,NTTG,RGI,,"-147.66099548339844, -14.954299926757812"
UNBG,medium_airport,Gorno-Altaysk Airport,965,AS,RU,RU-AL,Gorno-Altaysk,UNBG,RGK,,"85.8332977295, 51.9667015076"
SAWG,medium_airport,Piloto Civil N. FernÃ¡ndez Airport,61,SA,AR,AR-Z,Rio Gallegos,SAWG,RGL,GAL,"-69.3126, -51.6089"
VYYY,large_airport,Yangon International Airport,109,AS,MM,MM-06,Yangon,VYYY,RGN,,"96.1332015991, 16.907300949099998"
KP-0032,medium_airport,Orang Airport,12,AS,KP,KP-09,Hoemun-ri,ZKHM,RGO,,"129.647555, 41.428538"
F23,small_airport,Ranger Municipal Airport,1470,NA,US,US-TX,Ranger,F23,RGR,F23,"-98.682800293, 32.4525985718"
LEBG,medium_airport,Burgos Airport,2945,EU,ES,ES-CL,Burgos,LEBG,RGS,,"-3.62076, 42.357601"
WIPR,medium_airport,Japura Airport,62,AS,ID,ID-RI,Rengat-Sumatra Island,WIPR,RGT,,"102.33499908447266, -0.35280799865722656"
BIRE,small_airport,ReykhÃ³lar Airport,60,EU,IS,IS-4,ReykhÃ³lar,BIRE,RHA,,"-22.20611572265625, 65.45262908935547"
SANR,medium_airport,Termas de RÃ­o Hondo international Airport,935,SA,AR,AR-G,Termas de RÃ­o Hondo,SANR,RHD,TRH,"-64.93595, -27.4966"
LFSR,closed,Reims-Champagne (BA 112) Air Base,312,EU,FR,FR-G,Reims/Champagne,LFSR,RHE,,"4.05, 49.310001"
HRYU,small_airport,Ruhengeri Airport,6102,AF,RW,RW-03,Ruhengeri,HRYU,RHG,,"29.632999420166016, -1.5"
KRHI,medium_airport,Rhinelander Oneida County Airport,1624,NA,US,US-WI,Rhinelander,KRHI,RHI,RHI,"-89.46749877929688, 45.63119888305664"
YRYH,small_airport,Roy Hill Station Airport,,OC,AU,AU-WA,,YRYH,RHL,,"119.959030151, -22.625815891"
FYSA,small_airport,Skorpion Mine Airport,1870,AF,NA,NA-KA,Rosh Pinah,FYSA,RHN,,"16.6478004456, -27.8763999939"
LGRP,medium_airport,Diagoras Airport,17,EU,GR,GR-81,Rodes Island,LGRP,RHO,,"28.086200714111328, 36.405399322509766"
VNRC,small_airport,Ramechhap Airport,1555,AS,NP,NP-JA,Ramechhap,VNRC,RHP,,"86.0614013671875, 27.393999099731445"
RHT,small_airport,Alxa Right Banner Badanjilin Airport,4659,AS,CN,CN-15,Badanjilin,ZBAR,RHT,,"101.546, 39.225"
KRHV,small_airport,Reid-Hillview Airport of Santa Clara County,135,NA,US,US-CA,San Jose,KRHV,RHV,RHV,"-121.819000244, 37.332901001"
SBSM,medium_airport,Santa Maria Airport,287,SA,BR,BR-RS,Santa Maria,SBSM,RIA,,"-53.688202, -29.711399"
SLRI,small_airport,CapitÃ¡n Av. Selin Zeitun Lopez Airport,462,SA,BO,BO-B,Riberalta,SLRI,RIB,,"-66, -11"
KRIC,large_airport,Richmond International Airport,167,NA,US,US-VA,Richmond,KRIC,RIC,RIC,"-77.3197021484375, 37.50519943237305"
KRPD,small_airport,hln,1109,NA,US,US-WI,Rice Lake,KRPD,RIE,RPD,"-91.77349854, 45.41899872"
SJRG,small_airport,Rio Grande Airport,27,SA,BR,BR-RS,Rio Grande,SJRG,RIG,,"-52.163299, -32.081699"
MPRH,small_airport,Scarlett Martinez International Airport,105,NA,PA,PA-2,RÃ­o Hato,MPSM,RIH,,"-80.127899169922, 8.375880241394"
SPJA,medium_airport,Juan Simons Vela Airport,2707,SA,PE,PE-SAM,Rioja,SPJA,RIJ,,"-77.16000366210938, -6.067860126495361"
KRIL,medium_airport,Garfield County Regional Airport,5548,NA,US,US-CO,Rifle,KRIL,RIL,RIL,"-107.726997, 39.526299"
SPLN,small_airport,San Nicolas Airport,5082,SA,PE,PE-AMA,Rodriguez de Mendoza,SPLN,RIM,,"-77.5011978149414, -6.39231014251709"
AGRC,small_airport,Ringi Cove Airport,,OC,SB,SB-WE,Ringi Cove,AGRC,RIN,,"157.14300537109375, -8.12639045715332"
RJER,medium_airport,Rishiri Airport,112,AS,JP,JP-01,Rishiri,RJER,RIS,,"141.186004639, 45.2420005798"
KRIV,medium_airport,March ARB Airport,1536,NA,US,US-CA,Riverside,KRIV,RIV,RIV,"-117.259003, 33.880699"
KRIW,medium_airport,Riverton Regional Airport,5525,NA,US,US-WY,Riverton,KRIW,RIW,RIW,"-108.459999084, 43.064201355"
EVRA,large_airport,Riga International Airport,36,EU,LV,LV-RIX,Riga,EVRA,RIX,,"23.971099853515625, 56.92359924316406"
OYRN,medium_airport,Mukalla International Airport,54,AS,YE,YE-HD,Riyan,OYRN,RIY,,"49.375, 14.662599563598633"
ZSRZ,medium_airport,Rizhao Shanzihe Airport,121,AS,CN,CN-37,Rizhao,ZSRZ,RIZ,,"119.324403, 35.405033"
VORY,medium_airport,Rajahmundry Airport,151,AS,IN,IN-AP,Rajahmundry,VORY,RJA,,"81.81819915770001, 17.1103992462"
VNRB,small_airport,Rajbiraj Airport,250,AS,NP,NP-SA,Rajbiraj,VNRB,RJB,,"86.733902, 26.510066"
VGRJ,medium_airport,Shah Mokhdum Airport,64,AS,BD,BD-5,Rajshahi,VGRJ,RJH,,"88.61650085449219, 24.43720054626465"
IN-RJI,small_airport,Rajouri Airport,3000,AS,IN,IN-JK,Rajouri,,RJI,,"74.31520080566406, 33.377899169921875"
LDRI,medium_airport,Rijeka Airport,278,EU,HR,HR-08,Rijeka,LDRI,RJK,,"14.570300102233887, 45.21689987182617"
LELO,small_airport,LogroÃ±o-Agoncillo Airport,1161,EU,ES,ES-LO,LogroÃ±o,LERJ,RJL,,"-2.32223510742, 42.4609534888"
OIKR,medium_airport,Rafsanjan Airport,5298,AS,IR,IR-15,,OIKR,RJN,,"56.05110168457031, 30.297700881958008"
NTKK,small_airport,Aratika Nord Airport,10,OC,PF,PF-U-A,,NTKK,RKA,,"-145.470001221, -15.4853000641"
KRKD,small_airport,Knox County Regional Airport,56,NA,US,US-ME,Rockland,KRKD,RKD,RKD,"-69.09919739, 44.06010056"
EKRK,medium_airport,Copenhagen Roskilde Airport,146,EU,DK,DK-85,Copenhagen,EKRK,RKE,,"12.131400108337402, 55.585601806640625"
KUZA,small_airport,Rock Hill - York County Airport,666,NA,US,US-SC,Rock Hill,KUZA,RKH,UZA,"-81.05719757, 34.9878006"
ID-RKI,small_airport,Rokot Airport,4975,AS,ID,ID-SB,Rokot-Sumatra Island,,RKI,,"100.75, -0.949999988079071"
WIBR,small_airport,Rokot Airport,1,AS,ID,ID-SB,Sipora Island,WIBR,RKO,,"99.70069885253906, -2.0991199016571045"
KRKP,small_airport,Aransas County Airport,24,NA,US,US-TX,Rockport,KRKP,RKP,RKP,"-97.0446014404, 28.0867996216"
KRKS,medium_airport,Southwest Wyoming Regional Airport,6764,NA,US,US-WY,Rock Springs,KRKS,RKS,RKS,"-109.065001, 41.5942"
OMRK,medium_airport,Ras Al Khaimah International Airport,102,AS,AE,AE-RK,Ras Al Khaimah,OMRK,RKT,,"55.93880081176758, 25.613500595092773"
RKU,small_airport,Kairuku Airport,45,OC,PG,PG-CPM,Yule Island,AYRK,RKU,KKU,"146.5243833, -8.817000054"
BIRK,medium_airport,Reykjavik Airport,48,EU,IS,IS-1,Reykjavik,BIRK,RKV,,"-21.9405994415, 64.1299972534"
KRKW,small_airport,Rockwood Municipal Airport,1664,NA,US,US-TN,Rockwood,KRKW,RKW,RKW,"-84.6896972656, 35.9222984314"
RKY,small_airport,Rokeby Airport,362,OC,AU,AU-QLD,Rokeby,,RKY,,"142.641, -13.6434"
CN-0046,medium_airport,Shigatse Air Base,3782,AS,CN,CN-54,XigazÃª,ZURK,RKZ,,"89.311401, 29.3519"
K07,small_airport,Rolla Downtown Airport,987,NA,US,US-MO,Rolla,K07,RLA,K07,"-91.8134994506836, 37.935699462890625"
ETNL,medium_airport,Rostock-Laage Airport,138,EU,DE,DE-MV,Rostock,ETNL,RLG,,"12.278300285299999, 53.9182014465"
ZBYZ,medium_airport,Bayannur Tianjitai Airport,3400,AS,CN,CN-15,Bavannur,ZBYZ,RLK,,"107.7428, 40.926"
SAOS,small_airport,Valle Del Conlara International Airport,2021,SA,AR,AR-D,Merlo,SAOS,RLO,SRC,"-65.1865005493, -32.3847007751"
RLP,small_airport,Rosella Plains Airport,1855,OC,AU,AU-QLD,Rosella Plains,,RLP,,"144.4587, -18.4253"
DRZL,small_airport,Arlit Airport,1443,AF,NE,NE-1,Arlit,DRZL,RLT,,"7.36595010757, 18.7903995514"
YROM,medium_airport,Roma Airport,1032,OC,AU,AU-QLD,Roma,YROM,RMA,,"148.774993896, -26.545000076300003"
OOBR,small_airport,Buraimi Airport,970,AS,OM,OM-BU,Buraimi,OOBR,RMB,,"55.784722, 24.241111"
RMD,small_airport,Basanth Nagar Airport,670,AS,IN,IN-TG,Ramagundam,VORG,RMD,,"79.3923, 18.701"
VORG,small_airport,Basanth Nagar Airport,670,AS,IN,IN-U-A,Ramagundam,VORG,RMD,,"79.3923, 18.701"
KRME,medium_airport,Griffiss International Airport,504,NA,US,US-NY,Rome,KRME,RME,RME,"-75.40699768, 43.23379898"
HEMA,medium_airport,Marsa Alam International Airport,251,AF,EG,EG-BA,Marsa Alam,HEMA,RMF,,"34.5836982727, 25.557100296"
KRMG,medium_airport,Richard B Russell Airport,644,NA,US,US-GA,Rome,KRMG,RMG,RMG,"-85.15799713130001, 34.3506011963"
LIPR,medium_airport,Federico Fellini International Airport,40,EU,IT,IT-45,Rimini,LIPR,RMI,RN01,"12.6117, 44.020302"
YREN,medium_airport,Renmark Airport,115,OC,AU,AU-SA,,YREN,RMK,,"140.6739959716797, -34.1963996887207"
VCCC,medium_airport,Colombo Ratmalana Airport,22,AS,LK,LK-1,Colombo,VCCC,RML,,"79.88619995117188, 6.821990013122559"
AYRG,small_airport,Rumginae Airport,160,OC,PG,PG-WPD,,AYRG,RMN,RMG,"141.271666667, -5.89722222222"
RMP,small_airport,Rampart Airport,302,NA,US,US-AK,Rampart,,RMP,RMP,"-150.141007, 65.507896"
RCMQ,medium_airport,Taichung Ching Chuang Kang Airport,663,AS,TW,TW-TXG,Taichung City,RCMQ,RMQ,,"120.62100219726562, 24.264699935913086"
ETAR,large_airport,Ramstein Air Base,776,EU,DE,DE-RP,Ramstein,ETAR,RMS,,"7.600279808044434, 49.4369010925293"
NTAM,small_airport,Rimatara Airport,60,OC,PF,PF-U-A,Rimatara Island,NTAM,RMT,,"-152.8059, -22.63725"
RMU,medium_airport,RegiÃ³n de Murcia International Airport,632,EU,ES,ES-MU,Corvera,LEMI,RMU,,"-1.125, 37.803"
KMPI,small_airport,Mariposa Yosemite Airport,2254,NA,US,US-CA,Mariposa,KMPI,RMY,MPI,"-120.040000916, 37.5108985901"
AGAR,small_airport,Ulawa Airport,40,OC,SB,SB-MK,Arona,AGAR,RNA,,"161.979546547, -9.86054358262"
ESDF,medium_airport,Ronneby Airport,191,EU,SE,SE-K,,ESDF,RNB,,"15.265000343323, 56.266700744629"
KRNC,small_airport,Warren County Memorial Airport,1032,NA,US,US-TN,Mc Minnville,KRNC,RNC,RNC,"-85.84380341, 35.69869995"
KRND,large_airport,Randolph Air Force Base,761,NA,US,US-TX,Universal City,KRND,RND,RND,"-98.27890015, 29.52969933"
LFLO,medium_airport,Roanne-Renaison Airport,1106,EU,FR,FR-V,Roanne/Renaison,LFLO,RNE,,"4.001389980316162, 46.05830001831055"
MNCI,small_airport,Corn Island,1,NA,NI,NI-AS,Corn Island,MNCI,RNI,,"-83.06379699707031, 12.1628999710083"
RORY,medium_airport,Yoron Airport,52,AS,JP,JP-46,Yoronjima,RORY,RNJ,,"128.401992798, 27.0440006256"
AGGR,small_airport,Rennell/Tingoa Airport,,OC,SB,SB-RB,Rennell Island,AGGR,RNL,,"160.06300354003906, -11.533900260925293"
OOGB,small_airport,Qarn Alam Airport,443,AS,OM,OM-WU,Ghaba,OOGB,RNM,,"57.0499992371, 21.3829994202"
EKRN,medium_airport,Bornholm Airport,52,EU,DK,DK-84,RÃ¸nne,EKRN,RNN,,"14.759599685668945, 55.06330108642578"
KRNO,large_airport,Reno Tahoe International Airport,4415,NA,US,US-NV,Reno,KRNO,RNO,RNO,"-119.76799774169922, 39.49909973144531"
MH-RNP,small_airport,Rongelap Island Airport,,OC,MH,MH-RON,Rongelap Island,,RNP,,"166.886993, 11.1572"
RNR,closed,Robinson River Airport,60,OC,PG,PG-CPM,Robinson River,,RNR,RNR,"148.823, -10.171"
LFRN,medium_airport,Rennes-Saint-Jacques Airport,124,EU,FR,FR-E,Rennes/Saint-Jacques,LFRN,RNS,,"-1.73478996754, 48.069499969499994"
KRNT,small_airport,Renton Municipal Airport,32,NA,US,US-WA,Renton,KRNT,RNT,RNT,"-122.216003418, 47.4930992126"
WBKR,small_airport,Ranau Airport,1800,AS,MY,MY-12,Ranau,WBKR,RNU,,"116.66699981689453, 5.949999809265137"
KRZL,small_airport,Jasper County Airport,698,NA,US,US-IN,Rensselaer,KRZL,RNZ,RZL,"-87.1826019287, 40.9478988647"
KROA,large_airport,RoanokeâBlacksburg Regional Airport,1175,NA,US,US-VA,Roanoke,KROA,ROA,ROA,"-79.975403, 37.3255"
GLRB,large_airport,Roberts International Airport,31,AF,LR,LR-MG,Monrovia,GLRB,ROB,,"-10.3623, 6.23379"
KROC,large_airport,Greater Rochester International Airport,559,NA,US,US-NY,Rochester,KROC,ROC,ROC,"-77.67240142822266, 43.118900299072266"
FARS,medium_airport,Robertson Airport,640,AF,ZA,ZA-WC,Robertson,FARS,ROD,,"19.902799606323242, -33.812198638916016"
K1O5,small_airport,Montague-Yreka Rohrer Field,2527,NA,US,US-CA,Montague,K1O5,ROF,1O5,"-122.54599762, 41.7304000854"
KROG,small_airport,Rogers Municipal Airport-Carter Field,1359,NA,US,US-AR,Rogers,KROG,ROG,ROG,"-94.10690308, 36.37229919"
YROB,small_airport,Robinhood Airport,460,OC,AU,AU-QLD,,YROB,ROH,,"143.7100067138672, -18.844999313354492"
VTUV,medium_airport,Roi Et Airport,451,AS,TH,TH-45,,VTUV,ROI,,"103.77400207519531, 16.11680030822754"
YBRK,medium_airport,Rockhampton Airport,34,OC,AU,AU-QLD,Rockhampton,YBRK,ROK,,"150.475006104, -23.3819007874"
K74V,small_airport,Roosevelt Municipal Airport,5172,NA,US,US-UT,Roosevelt,,ROL,74V,"-110.051003, 40.278301"
SWRD,small_airport,Maestro Marinho Franco Airport,1467,SA,BR,BR-MT,RondonÃ³polis,SBRD,ROO,SBRD,"-54.7248, -16.586"
PGRO,medium_airport,Rota International Airport,607,OC,MP,MP-U-A,Rota Island,PGRO,ROP,GRO,"145.2429962158203, 14.174300193786621"
PTRO,medium_airport,Babelthuap Airport,176,OC,PW,PW-004,Babelthuap Island,PTRO,ROR,ROR,"134.544236, 7.36731"
SAAR,medium_airport,Islas Malvinas Airport,85,SA,AR,AR-S,Rosario,SAAR,ROS,ROS,"-60.785, -32.9036"
NZRO,medium_airport,Rotorua Regional Airport,935,OC,NZ,NZ-BOP,Rotorua,NZRO,ROT,,"176.31700134277344, -38.10919952392578"
LBRS,closed,Ruse Airport,614,EU,BG,BG-18,Ruse,LBRS,ROU,,"26.056699752800004, 43.6948013306"
URRP,large_airport,Platov International Airport,213,EU,RU,RU-ROS,Rostov-on-Don,URRP,ROV,,"39.924722, 47.493888"
KROW,medium_airport,Roswell International Air Center Airport,3671,NA,US,US-NM,Roswell,KROW,ROW,ROW,"-104.53099822998047, 33.30160140991211"
KROX,small_airport,Roseau Municipal Rudy Billberg Field,1060,NA,US,US-MN,Roseau,KROX,ROX,ROX,"-95.6969986, 48.85599899"
SAWM,small_airport,Rio Mayo Airport,1784,SA,AR,AR-U,Rio Mayo,SAWM,ROY,RMY,"-70.2455978394, -45.703899383499994"
LERT,medium_airport,Rota Naval Station Airport,86,EU,ES,ES-AN,Rota,LERT,ROZ,,"-6.34946012497, 36.645198822"
VNRP,small_airport,Rolpa Airport,4100,AS,NP,NP-RA,Rolpa,VNRP,RPA,,"82.756496, 28.267292"
YRRB,small_airport,Roper Bar Airport,92,OC,AU,AU-NT,Roper Bar,YRRB,RPB,,"134.525485, -14.734814"
YNGU,medium_airport,Ngukurr Airport,45,OC,AU,AU-NT,,YNGU,RPM,,"134.7469940185547, -14.722800254821777"
LLIB,medium_airport,Ben Ya'akov Airport,922,AS,IL,IL-Z,Rosh Pina,LLIB,RPN,,"35.5718994140625, 32.98099899291992"
VARP,small_airport,Raipur Airport,1041,AS,IN,IN-CT,Raipur,VERP,RPR,,"81.7388, 21.180401"
RPV,small_airport,Roper Valley Airport,237,OC,AU,AU-NT,Roper Valley,,RPV,,"134.05, -14.9215"
KRPX,small_airport,Roundup Airport,3500,NA,US,US-MT,Roundup,KRPX,RPX,RPX,"-108.541497, 46.475095"
KRQO,small_airport,El Reno Regional Airport,1420,NA,US,US-OK,El Reno,KRQO,RQO,RQO,"-98.00579834, 35.47269821"
ORQW,medium_airport,Qayyarah West Airport,749,AS,IQ,IQ-NI,Qayyarah,ORQW,RQW,,"43.125099182099994, 35.76720047"
YMRE,small_airport,Marree Airport,50,OC,AU,AU-SA,,YMRE,RRE,,"138.06500244140625, -29.663299560546875"
FIMR,medium_airport,Sir Charles Gaetan Duval Airport,95,AF,MU,MU-VP,Port Mathurin,FIMR,RRG,,"63.361, -19.7577"
VERK,medium_airport,Rourkela Airport,659,AS,IN,IN-OR,,VERK,RRK,,"84.814598, 22.256701"
KRRL,small_airport,Merrill Municipal Airport,1318,NA,US,US-WI,Merrill,KRRL,RRL,RRL,"-89.7128982544, 45.1988983154"
RRM,small_airport,Marromeu Airport,43,AF,MZ,MZ-S,Marromeu,,RRM,,"35.9345, -18.2929"
NTKO,small_airport,Raroia Airport,18,OC,PF,PF-U-A,,NTKO,RRR,,"-142.476944, -16.045"
ENRO,medium_airport,RÃ¸ros Airport,2054,EU,NO,NO-16,RÃ¸ros,ENRO,RRS,,"11.342300415039, 62.578399658203"
KRRT,small_airport,Warroad International Memorial Airport,1076,NA,US,US-MN,Warroad,KRRT,RRT,RRT,"-95.3483963, 48.94139862"
YRBR,small_airport,Robinson River Airport,,OC,AU,AU-NT,,YRBR,RRV,,"136.945007324, -16.7182998657"
SAZR,medium_airport,Santa Rosa Airport,630,SA,AR,AR-L,Santa Rosa,SAZR,RSA,OSA,"-64.275703, -36.588299"
YRSB,small_airport,Roseberth Airport,55,OC,AU,AU-QLD,,YRSB,RSB,,"139.64999389648438, -25.83329963684082"
MYER,medium_airport,Rock Sound Airport,10,NA,BS,BS-RS,Rock Sound,MYER,RSD,,"-76.1768817902, 24.8950787333"
RSE,seaplane_base,Rose Bay Seaplane Base,0,OC,AU,AU-NSW,Sydney,,RSE,,"151.262, -33.869"
PARS,small_airport,Russian Mission Airport,51,NA,US,US-AK,Russian Mission,PARS,RSH,RSH,"-161.319458008, 61.7788848877"
W49,seaplane_base,Rosario Seaplane Base,,NA,US,US-WA,Rosario,W49,RSJ,W49,"-122.867996216, 48.6456985474"
WASC,small_airport,Abresso Airport,52,AS,ID,ID-PB,Ransiki-Papua Island,WASC,RSK,,"134.175, -1.496771"
KRSL,medium_airport,Russell Municipal Airport,1862,NA,US,US-KS,Russell,KRSL,RSL,RSL,"-98.811798095703, 38.872100830078"
KRSN,small_airport,Ruston Regional Airport,311,NA,US,US-LA,Ruston,KRSN,RSN,RSN,"-92.591697692871, 32.514400482178"
HSDZ,small_airport,Damazin Airport,1582,AF,SD,SD-24,Ad Damazin,HSDZ,RSS,,"34.3367, 11.7859"
KRST,large_airport,Rochester International Airport,1317,NA,US,US-MN,Rochester,KRST,RST,RST,"-92.5, 43.90829849243164"
RKJY,medium_airport,Yeosu Airport,53,AS,KR,KR-46,Yeosu,RKJY,RSU,,"127.61699676513672, 34.84230041503906"
KRSW,large_airport,Southwest Florida International Airport,30,NA,US,US-FL,Fort Myers,KRSW,RSW,RSW,"-81.75520324707031, 26.53619956970215"
K21,seaplane_base,Rouses Point Seaplane Base,95,NA,US,US-NY,Rouses Point,K21,RSX,K21,"-73.363502502441, 44.99169921875"
NFNR,small_airport,Rotuma Airport,22,OC,FJ,FJ-R,Rotuma,NFNR,RTA,,"177.0709991455078, -12.482500076293945"
MHRO,medium_airport,Juan Manuel Galvez International Airport,39,NA,HN,HN-IB,Roatan Island,MHRO,RTB,,"-86.523003, 16.316799"
VARG,medium_airport,Ratnagiri Airport,305,AS,IN,IN-MM,,VARG,RTC,,"73.327797, 17.013599"
WATG,small_airport,Frans Sales Lega Airport,3510,AS,ID,ID-NT,Satar Tacik-Flores Island,WATG,RTG,,"120.47699737549, -8.5970096588135"
ID-RTI,small_airport,Roti Airport,65,AS,ID,ID-NT,Roti-Rote Island,,RTI,,"123.3740005493164, -10.484299659729004"
WRKR,small_airport,David Constantijn Saudale Airport,470,AS,ID,ID-NT,Ba'a - Rote Island,WATR,RTI,,"123.0747, -10.7673"
US-0F3,small_airport,Spirit Lake Municipal Airport,1434,NA,US,US-IA,Spirit Lake,,RTL,0F3,"-95.139198303223, 43.387500762939"
EHRD,medium_airport,Rotterdam The Hague Airport,-15,EU,NL,NL-ZH,Rotterdam,EHRD,RTM,,"4.43722, 51.956902"
KRTN,small_airport,Raton Municipal-Crews Field,6352,NA,US,US-NM,Raton,KRTN,RTN,RTN,"-104.5019989, 36.74150085"
YRTP,small_airport,Rutland Plains Airport,15,OC,AU,AU-QLD,,YRTP,RTP,,"141.84300231933594, -15.64330005645752"
YRTI,small_airport,Rottnest Island Airport,12,OC,AU,AU-WA,,YRTI,RTS,,"115.540001, -32.006699"
UWSS,medium_airport,Saratov Central Airport,499,EU,RU,RU-SAR,Saratov,UWSS,RTW,,"46.04669952392578, 51.564998626708984"
YMYT,small_airport,Merty Merty Airport,,OC,AU,AU-SA,,YMYT,RTY,,"140.31700134277344, -28.58329963684082"
HUAR,medium_airport,Arua Airport,3951,AF,UG,UG-N,Arua,HUAR,RUA,,"30.91699981689453, 3.049999952316284"
OIMJ,small_airport,Shahroud Airport,4215,AS,IR,IR-12,,OIMJ,RUD,,"55.104198455799995, 36.4253005981"
FZMB,small_airport,Rughenda Airfield,5757,AF,CD,CD-NK,Butembo,FZMB,RUE,,"29.312992, 0.117142"
ID-RUF,small_airport,Yuruf Airport,1844,AS,ID,ID-PA,Amgotro,WAJE,RUF,,"140.958, -3.6333"
ZSRG,medium_airport,Rugao Air Base,,AS,CN,CN-32,Rugao,ZSRG,RUG,,"120.50165557861328, 32.25788497924805"
OERK,large_airport,King Khaled International Airport,2049,AS,SA,SA-01,Riyadh,OERK,RUH,,"46.69879913330078, 24.957599639892578"
KSRR,medium_airport,Sierra Blanca Regional Airport,6814,NA,US,US-NM,Ruidoso,KSRR,RUI,SRR,"-105.53500366211, 33.462799072266"
VNRK,small_airport,Rukum Chaurjahari Airport,2500,AS,NP,NP-RA,Rukumkot,VNRK,RUK,,"82.195, 28.627001"
VNRT,small_airport,Rumjatar Airport,4500,AS,NP,NP-SA,Rumjatar,VNRT,RUM,,"86.55039978027344, 27.303499221801758"
FMEE,medium_airport,Roland Garros Airport,66,AF,RE,RE-U-A,St Denis,FMEE,RUN,,"55.51029968261719, -20.887100219726562"
VERU,small_airport,Rupsi India Airport,131,AS,IN,IN-AS,,VERU,RUP,,"89.91000366210938, 26.139699935913086"
NTAR,medium_airport,Rurutu Airport,18,OC,PF,PF-U-A,,NTAR,RUR,,"-151.36099243164062, -22.434099197387695"
AGGU,small_airport,Marau Airport,,OC,SB,SB-GU,Marau,AGGU,RUS,,"160.824996948, -9.861669540409999"
KRUT,medium_airport,Rutland - Southern Vermont Regional Airport,787,NA,US,US-VT,Rutland,KRUT,RUT,RUT,"-72.94960022, 43.52939987"
RUU,small_airport,Ruti Airport,1710,OC,PG,PG-WHM,Kawbenaberi,,RUU,RUTI,"144.256666667, -5.334444444440001"
MGRB,medium_airport,Rubelsanto Airport,426,NA,GT,GT-AV,Rubelsanto,MGRB,RUV,,"-90.44529724121094, 15.991999626159668"
MHRU,small_airport,CopÃ¡n Ruinas Airport,2336,NA,HN,HN-CP,CopÃ¡n Ruinas,MHRU,RUY,,"-89.007837, 14.914885"
FMSG,small_airport,Farafangana Airport,26,AF,MG,MG-F,,FMSG,RVA,,"47.82059860229492, -22.805299758911133"
RVC,small_airport,River Cess Airport/Heliport,27,AF,LR,LR-RI,River Cess,,RVC,,"-9.585373, 5.471326"
SWLC,small_airport,General Leite de Castro Airport,2464,SA,BR,BR-GO,Rio Verde,SWLC,RVD,SWLC,"-50.956111907958984, -17.8347225189209"
SKSA,small_airport,Los Colonizadores Airport,680,SA,CO,CO-ARA,Saravena,SKSA,RVE,SRV,"-71.857179, 6.951868"
